g6,n,lam1,mu,gap1,lam2,hc,gap2,pi,diam,k,delta_k,gap3
Fhctg,7,3.385475039829417,3,-2.9359852970462397,1.1532209217782807,3.3595238095238096,-2.2063028877455286,1.3333333333333333,2,1,8.92149277339629,-10.254826106729624
FFx]?,7,3.3230818327528433,3,-2.873592089969665,0.8037728225255117,3.3285714285714283,-2.5247986060459167,1.3333333333333333,3,2,0.6558671374846048,-1.989200470817938
FBUlW,7,3.3393944726679483,3,-2.88990472988477,1.5139439119593834,3.34047619047619,-1.8265322785168068,1.3333333333333333,3,2,0.2038390834393487,-1.537172416772682
F}?^O,7,3.446672292666782,3,-2.997182549883604,1.2170382148163232,3.4119047619047618,-2.1948665470884388,1.3333333333333333,3,2,-0.20195827310371886,-1.1313750602296144
Fxqgg,7,3.39889762169872,3,-2.949407878915542,1.2663695743129022,3.392857142857143,-2.1264875685442406,1.3333333333333333,3,2,3.122591775599193e-17,-1.3333333333333333
FpTz?,7,3.313895822274735,3,-2.864406079491557,1.0650312384361615,3.3095238095238093,-2.2444925710876475,1.3333333333333333,2,1,8.92956118906076,-10.262894522394093
F?]~_,7,3.302775637731995,3,-2.853285894948817,0.7320508075688771,3.2976190476190474,-2.5655682400501703,1.3333333333333333,2,1,8.933265418490446,-10.26659875182378
FxeHo,7,3.301041224768338,3,-2.85155148198516,1.2322966750341384,3.3095238095238093,-2.0772271344896707,1.3333333333333333,2,1,8.928670278659945,-10.26200361199328
F}oXO,7,3.360072662045368,3,-2.9105829192621906,1.0,3.3595238095238096,-2.3595238095238096,1.3333333333333333,3,2,0.24873821146928352,-1.5820715448026168
Fhff?,7,3.395260115122908,3,-2.94577037233973,1.0576836732756545,3.380952380952381,-2.3232687076767267,1.3333333333333333,2,1,8.922021118162846,-10.25535445149618
Fm{`G,7,3.421939227893988,3,-2.9724494851108103,1.8466182435661005,3.392857142857143,-1.5462388992910423,1.3333333333333333,3,2,-0.38699321398021574,-0.9463401193531176
FheyG,7,3.313895822274737,3,-2.864406079491559,1.065031238436161,3.3523809523809525,-2.287349713944791,1.1666666666666667,2,1,8.929561189060761,-10.096227855727427
Fhqwg,7,3.3021882114436014,3,-2.8526984686604235,1.5692613006333067,3.3523809523809525,-1.7831196517476458,1.1666666666666667,3,2,0.17178459520290376,-1.3384512618695705
FllGW,7,3.3047342478231347,3,-2.8552445050399564,1.160013726998926,3.3523809523809525,-2.1923672253820268,1.1666666666666667,2,1,8.928976129134043,-10.095642795800709
Fhbwo,7,3.3458677748861234,3,-2.8963780321029455,1.0629686104248073,3.3833333333333333,-2.320364722908526,1.1666666666666667,3,2,-5.256011192588954e-16,-1.1666666666666663
FMtbG,7,3.3538557854308273,3,-2.9043660426476494,1.9999999999999998,3.3833333333333333,-1.3833333333333335,1.1666666666666667,3,2,-0.43301597113241136,-0.7336506955342554
FNohg,7,3.273654604856149,3,-2.824164862072971,1.0834955330000462,3.4119047619047618,-2.3284092289047154,1.3333333333333333,2,1,8.897053076777109,-10.230386410110443
Flg[g,7,3.2623408351856797,3,-2.812851092402502,1.1041902451972772,3.4119047619047618,-2.3077145167074846,1.3333333333333333,3,2,0.5984223503372497,-1.931755683670583
FsW|_,7,3.261623680816289,3,-2.812133938033111,1.2033434738206297,3.4119047619047618,-2.208561288084132,1.3333333333333333,2,1,8.89651662414581,-10.229849957479145
Fhe}?,7,3.264728332377084,3,-2.815238589593906,1.537810918882047,3.4119047619047618,-1.8740938430227148,1.3333333333333333,3,2,2.061339382072589e-17,-1.3333333333333333
FKhZg,7,3.2901190870886667,3,-2.840629344305489,1.1438304202322032,3.4309523809523808,-2.2871219607201776,1.3333333333333333,3,2,0.27232027469825604,-1.6056536080315893
FhuoW,7,3.227319342641084,3,-2.777829599857906,1.0,3.380952380952381,-2.380952380952381,1.3333333333333333,2,1,8.902643245339295,-10.235976578672629
F`~PG,7,3.2508258824124727,3,-2.801336139629295,1.2668330522138118,3.4,-2.1331669477861883,1.3333333333333333,2,1,8.899849008537512,-10.233182341870846
FMshg,7,3.2401483650405463,3,-2.790658622257369,1.4351826383572135,3.392857142857143,-1.9576745044999293,1.3333333333333333,3,2,9.2260694525211e-16,-1.3333333333333341
FfxcG,7,3.2664822493000774,3,-2.8169925065168995,0.8077995492149808,3.4119047619047618,-2.604105212689781,1.3333333333333333,2,1,8.896796755507827,-10.230130088841161
FDpjg,7,3.2958814229307825,3,-2.8463916801476046,1.2469796037174676,3.4309523809523808,-2.183972777234913,1.3333333333333333,2,1,8.89425544519882,-10.227588778532153
FllIG,7,3.246800343042162,3,-2.7973106002589843,1.5204475296475477,3.4,-1.8795524703524522,1.3333333333333333,3,2,0.4967984854743847,-1.830131818807718
Fhqhg,7,3.2554210967286714,3,-2.8059313539454935,1.7350124742610962,3.4119047619047618,-1.6768922876436656,1.3333333333333333,3,2,0.16238079349498974,-1.495714126828323
FlkYG,7,3.301502133659091,3,-2.852012390875913,0.9999999999999996,3.4309523809523808,-2.430952380952381,1.3333333333333333,2,1,8.894540854610302,-10.227874187943636
FhsZG,7,3.2360679774997894,3,-2.786578234716612,1.0000000000000013,3.392857142857143,-2.3928571428571415,1.3333333333333333,2,1,8.898979485566358,-10.232312818899691
FhNHo,7,3.3136434442335254,3,-2.8641537014503475,1.8360375441519725,3.4309523809523808,-1.5949148368004082,1.3333333333333333,3,2,1.1405806854547507e-16,-1.3333333333333335
FlUj?,7,3.236067977499789,3,-2.786578234716611,0.9999999999999991,3.392857142857143,-2.3928571428571437,1.3333333333333333,2,1,8.898979485566358,-10.232312818899691
FK`zo,7,3.268689588104304,3,-2.819199845321126,1.2727442761307235,3.419047619047619,-2.1463033429168954,1.3333333333333333,3,2,0.6329370777393425,-1.9662704110726756
FlhWo,7,3.228688418057409,3,-2.7791986752742313,0.7586640225435417,3.380952380952381,-2.6222883584088392,1.3333333333333333,3,2,1.046827660147034,-2.3801609934803674
FBjN_,7,3.1781173133938063,3,-2.7286275706106284,1.4880301497934874,3.476190476190476,-1.9881603263969885,1.3333333333333333,2,1,8.869498503279107,-10.202831836612441
FLNMO,7,3.1763409980045187,3,-2.726851255221341,0.9038090286590119,3.476190476190476,-2.572381447531464,1.3333333333333333,2,1,8.86952821588203,-10.202861549215363
Frq_w,7,3.177409680899285,3,-2.7279199381161066,0.9999999999999999,3.476190476190476,-2.476190476190476,1.3333333333333333,2,1,8.869496052382733,-10.202829385716067
F{cZG,7,3.1774096808992853,3,-2.7279199381161074,1.7320508075688772,3.476190476190476,-1.7441396686215986,1.3333333333333333,2,1,8.86949605238273,-10.202829385716065
F~|A?,7,4.105482616526302,3,-3.6559928737431244,0.7765379283307647,2.8714285714285714,-2.0948906430978065,1.0,2,1,8.847013849898762,-9.847013849898762
F~{OO,7,4.100431985810378,3,-3.6509422430272,0.6180339887498928,2.9499999999999997,-2.331966011250107,1.1666666666666667,3,2,-0.5857864376269067,-0.58088022903976
F~Xq?,7,3.958054546942729,3,-3.508564804159551,0.5367597017882186,2.941341991341991,-2.4045822895537725,1.0,2,1,8.834358072209783,-9.834358072209783
F~Xo_,7,3.945995202228059,3,-3.4965054594448812,0.7479996148274873,3.0047619047619047,-2.2567622899344175,1.1666666666666667,3,2,-0.30200364911551936,-0.8646630175511474
Fn}GO,7,3.92347250717044,3,-3.4739827643872623,0.8128916530292848,3.0126984126984127,-2.1998067596691278,1.0,2,1,8.799980098876766,-9.799980098876766
Fn}I?,7,3.911811549799627,3,-3.4623218070164485,0.8905034633252333,3.0769841269841267,-2.1864806636588936,1.1666666666666667,3,2,-0.21866263583964765,-0.9480040308270191
F~Xs?,7,3.9306057848835194,3,-3.481116042100342,0.8243940414744647,3.096031746031746,-2.2716377045572815,1.1666666666666667,3,2,-0.25689959203465496,-0.9097670746320118
Fn}K?,7,3.906279600020632,3,-3.456789857237454,0.9999999999999998,3.065079365079365,-2.065079365079365,1.1666666666666667,3,2,-0.22231275363135328,-0.9443539130353135
Fn}H?,7,3.893785086129799,3,-3.4442953433466217,1.070084411069818,3.157936507936508,-2.0878520968666896,1.1666666666666667,3,2,-0.22496040443554136,-0.9417062622311254
F~wY?,7,3.8752967590943523,3,-3.4258070163111745,0.6675927806520939,3.138888888888889,-2.471296108236795,1.1666666666666667,3,2,0.23910527860519973,-1.4057719452718664
F~wWO,7,3.866198262509023,3,-3.4167085197258453,0.7892441190408077,3.119047619047619,-2.329803500006811,1.1666666666666667,3,2,0.26130467256793116,-1.4279713392345978
F~{AG,7,4.054795889523814,3,-3.605306146740636,1.1610402915129643,3.341269841269841,-2.1802295497568767,1.1666666666666667,3,2,-0.5580742117061869,-0.6085924549604799
FyVy?,7,3.89510651592753,3,-3.4456167731443523,1.0000000000000013,3.023088023088023,-2.0230880230880217,1.0,2,1,8.805562057963073,-9.805562057963073
FlNwG,7,3.8478207352577494,3,-3.3983309924745715,0.7250679693023383,3.0785714285714283,-2.35350345926909,1.0,2,1,8.774047136024826,-9.774047136024826
F}RBg,7,3.836678209731037,3,-3.387188466947859,0.36689679942076125,3.0666666666666664,-2.699769867245905,1.0,2,1,8.777355666000066,-9.777355666000066
FlNw_,7,3.8304654443962436,3,-3.3809757016130657,0.8504549202804411,3.1325396825396825,-2.2820847622592413,1.1666666666666667,3,2,2.394596023205797e-16,-1.166666666666667
F~XoO,7,3.9123045996612387,3,-3.462814856878061,1.0622384142248416,3.215873015873016,-2.153634601648174,1.1666666666666667,3,2,-0.264300128603669,-0.9023665380629977
FyVx?,7,3.8626685487618606,3,-3.4131788059786823,1.2431999593003265,3.1634920634920634,-1.920292104191737,1.1666666666666667,3,2,-0.3699371683312546,-0.7967294983354121
F}bBg,7,3.815275045028904,3,-3.365785302245726,0.7388945504288392,3.1126984126984127,-2.3738038622695736,1.1666666666666667,3,2,0.4394049563384903,-1.606071623005157
FR~g_,7,3.8105141068006985,3,-3.3610243640175206,1.0837918517670027,3.2095238095238097,-2.1257319577568072,1.1666666666666667,3,2,-2.7006095949803893e-15,-1.166666666666664
FR~k?,7,3.8153573673901975,3,-3.365867624607019,1.0606873114140312,3.2214285714285715,-2.1607412600145404,1.1666666666666667,3,2,1.5626843081258807e-15,-1.1666666666666683
Fn}GG,7,3.874388945378901,3,-3.4248992025957232,1.2286660009001449,3.2738095238095237,-2.045143522909379,1.1666666666666667,3,2,-0.21927316538941954,-0.9473935012772472
Fl^gG,7,3.7866685914746907,3,-3.3371788486915124,0.7464506918414965,3.1904761904761902,-2.444025498634694,1.1666666666666667,3,2,0.4198750049299236,-1.5865416715965903
Fp~oO,7,3.76444591306732,3,-3.314956170284142,0.7354019429560315,3.1706349206349205,-2.435232977678889,1.1666666666666667,3,2,0.2183643317872881,-1.3850309984539548
Fp~s?,7,3.768264708955707,3,-3.318774966172529,0.8585546560087277,3.1785714285714284,-2.320016772562701,1.1666666666666667,3,2,0.20264493040062403,-1.3693115970672909
F}BJg,7,3.802253072289854,3,-3.3527633295066765,0.8272453812254419,3.2095238095238097,-2.382278428298368,1.1666666666666667,3,2,0.3883691266052478,-1.5550357932719145
Fp~o_,7,3.7481110535413595,3,-3.2986213107581817,1.0457234914234934,3.257142857142857,-2.2114193657193635,1.3333333333333333,3,2,0.20144094097867216,-1.5347742743120054
Fl^k?,7,3.7619501922585483,3,-3.3124604494753704,0.9999999999999999,3.257142857142857,-2.257142857142857,1.3333333333333333,3,2,0.42553256655946964,-1.7588658998928028
F~wWG,7,3.833073125537968,3,-3.3835833827547903,1.1320053824967802,3.321428571428571,-2.1894231889317908,1.3333333333333333,3,2,0.23736529029390324,-1.5706986236272364
FFC^w,7,3.9095159661559498,3,-3.460026223372772,0.6093007271163472,2.888888888888889,-2.2795881617725415,1.0,2,1,8.888550390857931,-9.888550390857931
Fh|JO,7,3.8549408539516508,3,-3.405451111168473,0.7975511118915252,3.0167388167388167,-2.2191877048472914,1.0,2,1,8.814002389929474,-9.814002389929474
FD^Ww,7,3.8284271247461894,3,-3.378937381963012,0.6180339887498949,3.064285714285714,-2.446251725535819,1.1666666666666667,2,1,8.776443238366383,-9.94310990503305
F~MQ_,7,3.8284271247461907,3,-3.378937381963013,0.6180339887498945,3.1,-2.4819660112501056,1.0,2,1,8.776443238366383,-9.776443238366383
F~ZC_,7,3.8038863590512486,3,-3.3543966162680707,0.9999999999999994,3.1484126984126983,-2.1484126984126988,1.1666666666666667,3,2,-0.2679491924311227,-0.898717474235544
FhxxG,7,3.8055179427368713,3,-3.356028199953694,1.2484852535127,3.1484126984126983,-1.8999274448999983,1.1666666666666667,3,2,-0.1306312441230395,-1.0360354225436272
Ff{Wg,7,3.810514106800698,3,-3.3610243640175197,1.0837918517670035,3.1175324675324676,-2.0337406157654643,1.0,2,1,8.782839750702664,-9.782839750702664
FnzE?,7,3.784827037891557,3,-3.3353372951083786,0.8760189895374672,3.0865800865800863,-2.210561097042619,1.0,2,1,8.789091791125202,-9.789091791125202
F~gj?,7,3.77585988407676,3,-3.326370141293582,1.1618882376684887,3.1849206349206347,-2.023032397252146,1.0,2,1,8.74833997038516,-9.74833997038516
Fl{go,7,3.7553392495150186,3,-3.3058495067318407,0.8019377358048371,3.1658730158730157,-2.3639352800681785,1.0,2,1,8.750739337329122,-9.750739337329122
FnzB?,7,3.7494294782143363,3,-3.299939735431159,0.9999999999999992,3.153968253968254,-2.1539682539682548,1.0,2,1,8.754663648936173,-9.754663648936173
F~ghO,7,3.759422879414413,3,-3.3099331366312352,1.3710662092783146,3.1658730158730157,-1.7948068065947012,1.0,2,1,8.751018669398826,-9.751018669398826
F{e[o,7,3.8284271247461903,3,-3.378937381963012,1.4142135623730954,3.2373015873015873,-1.823088024928492,1.0,2,1,8.743649843624297,-9.743649843624297
F~q`G,7,3.75300648485221,3,-3.303516742069032,1.3346020668171574,3.234920634920635,-1.9003185681034775,1.1666666666666667,3,2,-0.31401298942777633,-0.8526536772388904
Fl}SO,7,3.7198145993557876,3,-3.2703248565726097,0.9151481251032957,3.2039682539682537,-2.288820128864958,1.1666666666666667,2,1,8.716206961814363,-9.882873628481029
FlzM?,7,3.7477476731067965,3,-3.2982579303236186,0.8117249342906159,3.223015873015873,-2.4112909387252572,1.1666666666666667,2,1,8.714315166517796,-9.880981833184462
Fnye?,7,3.7089125112161785,3,-3.2594227684330006,0.7434593379687704,3.184126984126984,-2.4406676461582135,1.1666666666666667,2,1,8.724086253513022,-9.890752920179688
FlkXo,7,3.7596151684287564,3,-3.3101254256455785,0.8640195036514983,3.234920634920635,-2.370901131269137,1.1666666666666667,3,2,0.22363841038230098,-1.3903050770489678
FD^[g,7,3.7349441252835716,3,-3.2854543825003937,1.2383811285565962,3.215873015873016,-1.9774918873164198,1.1666666666666667,2,1,8.71317894155824,-9.879845608224906
Fl~E?,7,3.7092753594369214,3,-3.259785616653743,1.1939365664746306,3.192063492063492,-1.9981269255888612,1.1666666666666667,2,1,8.71947882892925,-9.886145495595915
Fn|?W,7,3.8153573673902006,3,-3.3658676246070227,1.0606873114140298,3.287301587301587,-2.2266142758875573,1.1666666666666667,2,1,8.706867373528038,-9.873534040194704
FnwWo,7,3.685340735540686,3,-3.2358509927575083,0.5529908302342387,3.1587301587301586,-2.60573932849592,1.1666666666666667,2,1,8.735430355312936,-9.902097021979602
Flu]?,7,3.6984424480677123,3,-3.248952705284535,1.0990767462762576,3.2738095238095237,-2.174732777533266,1.1666666666666667,2,1,8.682281992723798,-9.848948659390464
Fnz@O,7,3.6881917974787584,3,-3.2387020546955805,1.2787899997949241,3.2738095238095237,-1.9950195240145996,1.1666666666666667,3,2,0.10369211983229809,-1.270358786498965
FlxiG,7,3.726265950341581,3,-3.2767762075584033,1.0748810219188867,3.3047619047619046,-2.229880882843018,1.1666666666666667,3,2,0.1975743448548354,-1.3642410115215022
F}lQO,7,3.6703292895626323,3,-3.2208395467794544,0.9316389226702614,3.253968253968254,-2.3223293312979925,1.1666666666666667,2,1,8.688751914626163,-9.85541858129283
F|sk_,7,3.6887613741279095,3,-3.2392716313447316,0.9407383587713773,3.2738095238095237,-2.333071165038146,1.1666666666666667,3,2,0.44206581093428393,-1.6087324776009506
Fxr`g,7,3.721702182022123,3,-3.2722124392389453,1.5126579653942398,3.3047619047619046,-1.7921039393676648,1.1666666666666667,3,2,-0.22386017860811946,-0.9428064880585473
FnwpO,7,3.675790308220858,3,-3.22630056543768,1.0000000000000002,3.261904761904762,-2.261904761904762,1.1666666666666667,2,1,8.684760362446456,-9.851427029113122
Fw\x_,7,3.7159588247986495,3,-3.2664690820154716,1.1121930160824984,3.2928571428571427,-2.1806641267746443,1.1666666666666667,3,2,0.18706177862525325,-1.35372844529192
F}{Gg,7,3.790497786063548,3,-3.34100804328037,1.2179692986252815,3.357142857142857,-2.1391735585175757,1.1666666666666667,3,2,-1.2062559885892776e-18,-1.1666666666666667
F~CRW,7,3.6834044412395675,3,-3.233914698456389,0.9999999999999997,3.253968253968254,-2.2539682539682544,1.1666666666666667,2,1,8.689621756142742,-9.856288422809408
Fn}CG,7,3.776195072801749,3,-3.326705330018571,1.6561504405501992,3.345238095238095,-1.6890876546878957,1.1666666666666667,3,2,-0.35848458530109467,-0.808182081365572
Fl|c_,7,3.64575131106459,3,-3.196261568281412,1.4142135623730958,3.333333333333333,-1.9191197709602372,1.3333333333333333,3,2,-1.3225633132806092e-17,-1.3333333333333333
FhdYw,7,3.662464804362389,3,-3.212975061579211,0.7819100192954287,3.333333333333333,-2.5514233140379043,1.3333333333333333,2,1,8.651371383651297,-9.98470471698463
FBY|o,7,3.6457513110645907,3,-3.196261568281413,0.7320508075688767,3.333333333333333,-2.6012825257644563,1.3333333333333333,3,2,0.5615528128088276,-1.8948861461421609
FhffG,7,3.7637238184759343,3,-3.314234075692757,1.1252455824133707,3.4166666666666665,-2.2914210842532956,1.3333333333333333,2,1,8.641083366919773,-9.974416700253107
F`FNw,7,3.7160854468912383,3,-3.2665957041080604,1.4682635313523773,3.2626984126984127,-1.7944348813460353,1.0,2,1,8.719673822573078,-9.719673822573078
FhfyG,7,3.6963927793470974,3,-3.2469030365639195,0.9999999999999998,3.2436507936507937,-2.2436507936507937,1.0,2,1,8.722411713499705,-9.722411713499705
Fl|GW,7,3.710698620286842,3,-3.2612088775036643,1.1611699903915547,3.2626984126984127,-2.101528422306858,1.0,2,1,8.719418698287189,-9.719418698287189
FwVy_,7,3.688936052376039,3,-3.2394463095928616,1.2650066048905304,3.302380952380952,-2.037374347490422,1.1666666666666667,2,1,8.685585878968485,-9.852252545635151
FB`~W,7,3.67846358493853,3,-3.2289738421553524,1.3860527804217553,3.302380952380952,-1.916328171959197,1.1666666666666667,3,2,0.1944206966354253,-1.3610873633020921
F@Vng,7,3.6510934089371743,3,-3.2016036661539964,0.8019377358048385,3.2714285714285714,-2.469490835623733,1.1666666666666667,2,1,8.69106592302588,-9.857732589692546
F{XrO,7,3.7237738649242456,3,-3.2742841221410677,1.2790561982590398,3.3333333333333335,-2.054277135074294,1.1666666666666667,3,2,0.21587739693282024,-1.382544063599487
FllWo,7,3.659456402902789,3,-3.209966660119611,0.8824921204030958,3.2714285714285714,-2.388936451025476,1.1666666666666667,3,2,0.6888106072951496,-1.8554772739618164
FyUyG,7,3.613934247900751,3,-3.164444505117573,0.9999999999999997,3.238095238095238,-2.2380952380952386,1.1666666666666667,2,1,8.705895998941317,-9.872562665607983
Fl|EG,7,3.6300107744720265,3,-3.1805210316888486,1.5073766020638484,3.3563492063492064,-1.848972604285358,1.1666666666666667,3,2,1.1727612430777167e-15,-1.1666666666666679
FfxbO,7,3.5951610052492042,3,-3.145671262466027,0.8618262604156426,3.317460317460317,-2.4556340570446746,1.1666666666666667,2,1,8.663049789854943,-9.82971645652161
FlZZ?,7,3.601480180267414,3,-3.151990437484236,1.2084614471823318,3.325396825396825,-2.1169353782144933,1.1666666666666667,2,1,8.658964405429941,-9.825631072096607
FlZYO,7,3.61371446247052,3,-3.1642247196873425,1.2584075067276261,3.337301587301587,-2.078894080573961,1.1666666666666667,3,2,0.2543240318733855,-1.4209906985400522
FlZ]?,7,3.611858709804045,3,-3.162368967020867,1.0000000000000002,3.337301587301587,-2.337301587301587,1.1666666666666667,2,1,8.655651423478217,-9.822318090144883
FllHo,7,3.648892434861591,3,-3.1994026920784133,1.0870431949477317,3.3563492063492064,-2.2693060114014747,1.1666666666666667,2,1,8.654042538805804,-9.82070920547247
FBj]g,7,3.6597323590718274,3,-3.2102426162886495,1.146130827889784,3.3682539682539683,-2.222123140364184,1.1666666666666667,2,1,8.650649639942568,-9.817316306609234
FKNJw,7,3.648538858825035,3,-3.1990491160418566,1.06476940319414,3.3682539682539683,-2.3034845650598283,1.1666666666666667,3,2,0.28754254611605834,-1.454209212782725
FDXmw,7,3.6440459103467573,3,-3.1945561675635794,1.3401109727600042,3.3563492063492064,-2.016238233589202,1.1666666666666667,2,1,8.653375544693677,-9.820042211360343
Fhc^o,7,3.6254410489704685,3,-3.175951306187291,1.333744602336425,3.349206349206349,-2.015461746869924,1.1666666666666667,3,2,-0.2724261481520261,-0.8942405185146407
FvXqO,7,3.6140905625883057,3,-3.164600819805128,1.2676421264639612,3.336507936507936,-2.0688658100439747,1.1666666666666667,2,1,8.659905698112553,-9.826572364779219
FyUy_,7,3.589026201101904,3,-3.1395364583187257,1.260176123588246,3.317460317460317,-2.0572841938720714,1.1666666666666667,2,1,8.662376287734514,-9.82904295440118
FL~@o,7,3.6833343362192235,3,-3.2338445934360456,1.1419221325130529,3.3873015873015873,-2.2453794547885346,1.1666666666666667,3,2,-2.3001642903833555e-16,-1.1666666666666665
FFj]_,7,3.6336313953899664,3,-3.1841416526067885,1.0918650036391107,3.3563492063492064,-2.2644842027100958,1.1666666666666667,2,1,8.653224640921366,-9.819891307588032
FC^bw,7,3.6426114933514775,3,-3.1931217505682996,0.8239613275832514,3.3563492063492064,-2.532387878765955,1.1666666666666667,2,1,8.65377014487542,-9.820436811542086
FLrFo,7,3.6190810614572477,3,-3.16959131867407,0.8813753370662041,3.337301587301587,-2.455926250235383,1.1666666666666667,2,1,8.65625298236389,-9.822919649030556
FBY^W,7,3.6150716846341964,3,-3.165581941851019,0.8889063651390051,3.337301587301587,-2.4483952221625818,1.1666666666666667,2,1,8.655969224079747,-9.822635890746414
FKYZw,7,3.6518620534412496,3,-3.2023723106580713,1.7566475199813572,3.3682539682539683,-1.6116064482726111,1.1666666666666667,3,2,-0.3047335372468894,-0.8619331294197774
FC\vW,7,3.6251200937605503,3,-3.1756303509773725,0.8130493641384428,3.344444444444444,-2.5313950803060012,1.1666666666666667,2,1,8.656480095427018,-9.823146762093684
F?^vo,7,3.5910118215476015,3,-3.1415220787644236,0.7074481313961779,3.3055555555555554,-2.5981074241593776,1.1666666666666667,2,1,8.667575625231311,-9.834242291897977
Fl]Z?,7,3.5658355238831074,3,-3.1163457810999295,1.4213413097273004,3.392857142857143,-1.9715158331298424,1.3333333333333333,3,2,0.2484719048214238,-1.5818052381547572
Fl]YG,7,3.5587205454934274,3,-3.1092308027102495,0.8545473704365458,3.380952380952381,-2.526405010515835,1.3333333333333333,2,1,8.627464431468345,-9.96079776480168
FPT}o,7,3.595087127009732,3,-3.145597384226554,1.0558379351048102,3.4119047619047618,-2.3560668267999514,1.3333333333333333,2,1,8.621529667660443,-9.954863000993777
FB]mg,7,3.5539109701449885,3,-3.1044212273618106,1.208833595821739,3.380952380952381,-2.1721187851306416,1.3333333333333333,2,1,8.62675639568491,-9.960089729018243
Fl]oW,7,3.5688496095315054,3,-3.1193598667483275,0.801937735804839,3.392857142857143,-2.590919407052304,1.3333333333333333,2,1,8.62408288854159,-9.957416221874924
FXT[w,7,3.6207060959476802,3,-3.1712163531645023,1.0000000000000002,3.4238095238095236,-2.423809523809523,1.3333333333333333,2,1,8.618974866723054,-9.952308200056388
FQ\sw,7,3.592218723090605,3,-3.142728980307427,1.0620482542651664,3.4119047619047618,-2.349856507639595,1.3333333333333333,3,2,0.5857943021707459,-1.9191276355040792
FQT|o,7,3.6034442587607094,3,-3.1539545159775315,1.605468511839787,3.4119047619047618,-1.8064362500649749,1.3333333333333333,3,2,0.19095760476161341,-1.5242909380949468
FB]^G,7,3.5568604383022886,3,-3.107370695519111,1.222421672439105,3.380952380952381,-2.158530708513276,1.3333333333333333,2,1,8.627116995487835,-9.96045032882117
FHN]o,7,3.569586977805785,3,-3.120097235022607,0.8363864133279664,3.392857142857143,-2.5564707295291766,1.3333333333333333,3,2,0.8098882455313006,-2.143221578864634
FDh}o,7,3.5521989130568152,3,-3.102709170273637,0.9999999999999999,3.380952380952381,-2.380952380952381,1.3333333333333333,2,1,8.626781299842492,-9.960114633175825
FJY[w,7,3.5615528128088294,3,-3.112063070025651,1.5615528128088298,3.392857142857143,-1.831304330048313,1.3333333333333333,3,2,0.3435183349313462,-1.6768516682646795
FpLYw,7,3.6457513110645907,3,-3.196261568281413,1.0000000000000004,3.442857142857143,-2.4428571428571426,1.3333333333333333,2,1,8.616418479332133,-9.949751812665466
FFhuo,7,3.5514671375845963,3,-3.101977394801419,1.29677828029693,3.4126984126984126,-2.1159201324014827,1.1666666666666667,2,1,8.626814524888188,-9.793481191554854
FBjew,7,3.5521989130568157,3,-3.102709170273638,1.0,3.4126984126984126,-2.4126984126984126,1.1666666666666667,2,1,8.626781299842492,-9.793447966509158
FF|cg,7,3.558720545493428,3,-3.1092308027102495,0.8545473704365454,3.4126984126984126,-2.5581510422618674,1.1666666666666667,2,1,8.627464431468342,-9.794131098135008
FFxso,7,3.5262330428870383,3,-3.0767433001038604,1.3206900593517708,3.392857142857143,-2.072167083505372,1.1666666666666667,2,1,8.633681466444592,-9.800348133111259
FJa^W,7,3.5550311055587507,3,-3.105541362775573,1.747714932511658,3.4126984126984126,-1.6649834801867545,1.1666666666666667,2,1,8.62676146008905,-9.793428126755716
FFhmo,7,3.4880262221757476,3,-3.0385364793925698,1.1639673297971984,3.452380952380952,-2.2884136225837537,1.3333333333333333,2,1,8.597612301778385,-9.93094563511172
FL~Cg,7,3.503224416269025,3,-3.053734673485847,1.414213562373095,3.464285714285714,-2.050072151912619,1.3333333333333333,2,1,8.594515259674973,-9.927848593008306
FKN^O,7,3.4830954168503663,3,-3.0336056740671884,1.4142135623730951,3.452380952380952,-2.0381673900078567,1.3333333333333333,2,1,8.597317999130949,-9.930651332464283
FLUmW,7,3.5032244162690245,3,-3.053734673485846,0.7320508075688771,3.464285714285714,-2.7322349067168368,1.3333333333333333,2,1,8.594515259674962,-9.927848593008296
FLNMW,7,3.503664740389439,3,-3.0541749976062613,1.1913740863969637,3.464285714285714,-2.2729116278887505,1.3333333333333333,2,1,8.594517943265842,-9.927851276599176
Ffwhg,7,3.4831620556563285,3,-3.0336723128731506,1.5473576621519454,3.452380952380952,-1.9050232902290067,1.3333333333333333,2,1,8.597317655255793,-9.930650988589127
Floxo,7,3.4741936586103783,3,-3.0247039158272004,1.112680853408049,3.4404761904761902,-2.3277953370681415,1.3333333333333333,2,1,8.601098184618596,-9.93443151795193
FBfnO,7,3.4871542677758525,3,-3.0376645249926746,0.8704538379722969,3.452380952380952,-2.5819271144086553,1.3333333333333333,2,1,8.59765181961721,-9.930985152950544
FEl~?,7,3.5079027713765583,3,-3.058413028593381,0.7556400760334208,3.464285714285714,-2.7086456382522934,1.3333333333333333,2,1,8.594810481856271,-9.928143815189605
F`urg,7,3.51413692933529,3,-3.0646471865521123,1.5719932683162023,3.464285714285714,-1.8922924459695116,1.3333333333333333,2,1,8.594733477071433,-9.928066810404767
FreRW,7,3.4641016151377544,3,-3.0146118723545765,0.0,3.4285714285714284,-3.4285714285714284,1.3333333333333333,2,1,8.605551275463991,-9.938884608797325
FhENw,7,3.6457513110645907,3,-3.196261568281413,1.0000000000000002,3.333333333333333,-2.333333333333333,1.0,2,1,8.690415759823427,-9.690415759823427
